CharacterName,Bond,Stat1,Value1,Stat2,Value2
Hasumi,21,Attack,119,HP,550
Hasumi,22,Attack,121,HP,560
Hasumi,23,Attack,123,HP,570
Hasumi,24,Attack,125,HP,580
Hasumi,25,Attack,127,HP,590
Hasumi,26,Attack,129,HP,600
Hasumi,27,Attack,131,HP,610
Hasumi,28,Attack,133,HP,620
Hasumi,29,Attack,135,HP,630
Hasumi,30,Attack,137,HP,640
Hasumi,31,Attack,140,HP,655
Hasumi,32,Attack,143,HP,670
Hasumi,33,Attack,146,HP,685
Hasumi,34,Attack,149,HP,700
Hasumi,35,Attack,152,HP,715
Hasumi,36,Attack,155,HP,730
Hasumi,37,Attack,158,HP,745
Hasumi,38,Attack,161,HP,760
Hasumi,39,Attack,164,HP,775
Hasumi,40,Attack,167,HP,790
Hasumi,41,Attack,173,HP,816
Hasumi,42,Attack,179,HP,842
Hasumi,43,Attack,185,HP,868
Hasumi,44,Attack,191,HP,894
Hasumi,45,Attack,197,HP,920
Hasumi,46,Attack,203,HP,946
Hasumi,47,Attack,209,HP,972
Hasumi,48,Attack,215,HP,998
Hasumi,49,Attack,221,HP,1024
Hasumi,50,Attack,227,HP,1050
Hibiki,2,Attack,2,HP,0
Hibiki,3,Attack,4,HP,0
Hibiki,4,Attack,6,HP,0
Hibiki,5,Attack,8,HP,0
Hibiki,6,Attack,12,HP,0
Hibiki,7,Attack,16,HP,0
Hibiki,8,Attack,20,HP,0
Hibiki,9,Attack,24,HP,0
Hibiki,10,Attack,28,HP,0
Hibiki,11,Attack,33,HP,42
Hibiki,12,Attack,38,HP,84
Hibiki,13,Attack,43,HP,126
Hibiki,14,Attack,48,HP,168
Hibiki,15,Attack,53,HP,210
Hibiki,16,Attack,59,HP,260
Hibiki,17,Attack,65,HP,310
Hibiki,18,Attack,71,HP,360
Hibiki,19,Attack,77,HP,410
Hibiki,20,Attack,83,HP,460
Hibiki,21,Attack,85,HP,469
Hibiki,22,Attack,87,HP,478
Hibiki,23,Attack,89,HP,487
Hibiki,24,Attack,91,HP,496
Hibiki,25,Attack,93,HP,505
Hibiki,26,Attack,95,HP,514
Hibiki,27,Attack,97,HP,523
Hibiki,28,Attack,99,HP,532
Hibiki,29,Attack,101,HP,541
Hibiki,30,Attack,103,HP,550
Hibiki,31,Attack,105,HP,563
Hibiki,32,Attack,107,HP,576
Hibiki,33,Attack,109,HP,589
Hibiki,34,Attack,111,HP,602
Hibiki,35,Attack,113,HP,615
Hibiki,36,Attack,115,HP,628
Hibiki,37,Attack,117,HP,641
Hibiki,38,Attack,119,HP,654
Hibiki,39,Attack,121,HP,667
Hibiki,40,Attack,123,HP,680
Hibiki,41,Attack,127,HP,702
Hibiki,42,Attack,131,HP,724
Hibiki,43,Attack,135,HP,746
Hibiki,44,Attack,139,HP,768
Hibiki,45,Attack,143,HP,790
Hibiki,46,Attack,147,HP,812
Hibiki,47,Attack,151,HP,834
Hibiki,48,Attack,155,HP,856
Hibiki,49,Attack,159,HP,878
Hibiki,50,Attack,163,HP,900
Hibiki (cheerleader),2,Attack,7,HP,0
Hibiki (cheerleader),3,Attack,14,HP,0
Hibiki (cheerleader),4,Attack,21,HP,0
Hibiki (cheerleader),5,Attack,28,HP,0
Hibiki (cheerleader),6,Attack,38,HP,0
Hibiki (cheerleader),7,Attack,48,HP,0
Hibiki (cheerleader),8,Attack,58,HP,0
Hibiki (cheerleader),9,Attack,68,HP,0
Hibiki (cheerleader),10,Attack,78,HP,0
Hibiki (cheerleader),11,Attack,91,HP,40
Hibiki (cheerleader),12,Attack,104,HP,80
Hibiki (cheerleader),13,Attack,117,HP,120
Hibiki (cheerleader),14,Attack,130,HP,160
Hibiki (cheerleader),15,Attack,143,HP,200
Hibiki (cheerleader),16,Attack,159,HP,249
Hibiki (cheerleader),17,Attack,175,HP,298
Hibiki (cheerleader),18,Attack,191,HP,347
Hibiki (cheerleader),19,Attack,207,HP,396
Hibiki (cheerleader),20,Attack,223,HP,445
Hibiki (cheerleader),21,Attack,227,HP,453
Hibiki (cheerleader),22,Attack,231,HP,461
Hibiki (cheerleader),23,Attack,235,HP,469
Hibiki (cheerleader),24,Attack,239,HP,477
Hibiki (cheerleader),25,Attack,243,HP,485
Hibiki (cheerleader),26,Attack,247,HP,493
Hibiki (cheerleader),27,Attack,251,HP,501
Hibiki (cheerleader),28,Attack,255,HP,509
Hibiki (cheerleader),29,Attack,259,HP,517
Hibiki (cheerleader),30,Attack,263,HP,525
Hibiki (cheerleader),31,Attack,269,HP,538
Hibiki (cheerleader),32,Attack,275,HP,551
Hibiki (cheerleader),33,Attack,281,HP,564
Hibiki (cheerleader),34,Attack,287,HP,577
Hibiki (cheerleader),35,Attack,293,HP,590
Hibiki (cheerleader),36,Attack,299,HP,603
Hibiki (cheerleader),37,Attack,305,HP,616
Hibiki (cheerleader),38,Attack,311,HP,629
Hibiki (cheerleader),39,Attack,317,HP,642
Hibiki (cheerleader),40,Attack,323,HP,655
Hibiki (cheerleader),41,Attack,334,HP,676
Hibiki (cheerleader),42,Attack,345,HP,697
Hibiki (cheerleader),43,Attack,356,HP,718
Hibiki (cheerleader),44,Attack,367,HP,739
Hibiki (cheerleader),45,Attack,378,HP,760
Hibiki (cheerleader),46,Attack,389,HP,781
Hibiki (cheerleader),47,Attack,400,HP,802
Hibiki (cheerleader),48,Attack,411,HP,823
Hibiki (cheerleader),49,Attack,422,HP,844
Hibiki (cheerleader),50,Attack,433,HP,865
Hifumi,2,Attack,2,HP,0
Hifumi,3,Attack,4,HP,0
Hifumi,4,Attack,6,HP,0
Hifumi,5,Attack,8,HP,0
Hifumi,6,Attack,11,HP,0
Hifumi,7,Attack,14,HP,0
Hifumi,8,Attack,17,HP,0
Hifumi,9,Attack,20,HP,0
Hifumi,10,Attack,23,HP,0
Hifumi,11,Attack,27,HP,57
Hifumi,12,Attack,31,HP,114
Hifumi,13,Attack,35,HP,171
Hifumi,14,Attack,39,HP,228
Hifumi,15,Attack,43,HP,285
Hifumi,16,Attack,48,HP,353
Hifumi,17,Attack,53,HP,421
Hifumi,18,Attack,58,HP,489
Hifumi,19,Attack,63,HP,557
Hifumi,20,Attack,68,HP,625
Hifumi,21,Attack,69,HP,637
Hifumi,22,Attack,70,HP,649
Hifumi,23,Attack,71,HP,661
Hifumi,24,Attack,72,HP,673
Hifumi,25,Attack,73,HP,685
Hifumi,26,Attack,74,HP,697
Hifumi,27,Attack,75,HP,709
Hifumi,28,Attack,76,HP,721
Hifumi,29,Attack,77,HP,733
Hifumi,30,Attack,78,HP,745
Hifumi,31,Attack,80,HP,763
Hifumi,32,Attack,82,HP,781
Hifumi,33,Attack,84,HP,799
Hifumi,34,Attack,86,HP,817
Hifumi,35,Attack,88,HP,835
Hifumi,36,Attack,90,HP,853
Hifumi,37,Attack,92,HP,871
Hifumi,38,Attack,94,HP,889
Hifumi,39,Attack,96,HP,907
Hifumi,40,Attack,98,HP,925
Hifumi,41,Attack,101,HP,955
Hifumi,42,Attack,104,HP,985
Hifumi,43,Attack,107,HP,1015
Hifumi,44,Attack,110,HP,1045
Hifumi,45,Attack,113,HP,1075
Hifumi,46,Attack,116,HP,1105
Hifumi,47,Attack,119,HP,1135
Hifumi,48,Attack,122,HP,1165
Hifumi,49,Attack,125,HP,1195
Hifumi,50,Attack,128,HP,1225
Hifumi (swimsuit),2,Attack,3,HP,0
Hifumi (swimsuit),3,Attack,6,HP,0
Hifumi (swimsuit),4,Attack,9,HP,0
Hifumi (swimsuit),5,Attack,12,HP,0
Hifumi (swimsuit),6,Attack,16,HP,0
Hifumi (swimsuit),7,Attack,20,HP,0
Hifumi (swimsuit),8,Attack,24,HP,0
Hifumi (swimsuit),9,Attack,28,HP,0
Hifumi (swimsuit),10,Attack,32,HP,0
Hifumi (swimsuit),11,Attack,38,HP,40
Hifumi (swimsuit),12,Attack,44,HP,80
Hifumi (swimsuit),13,Attack,50,HP,120
Hifumi (swimsuit),14,Attack,56,HP,160
Hifumi (swimsuit),15,Attack,62,HP,200
Hifumi (swimsuit),16,Attack,69,HP,248
Hifumi (swimsuit),17,Attack,76,HP,296
Hifumi (swimsuit),18,Attack,83,HP,344
Hifumi (swimsuit),19,Attack,90,HP,392
Hifumi (swimsuit),20,Attack,97,HP,440
Hifumi (swimsuit),21,Attack,99,HP,448
Hifumi (swimsuit),22,Attack,101,HP,456
Hifumi (swimsuit),23,Attack,103,HP,464
Hifumi (swimsuit),24,Attack,105,HP,472
Hifumi (swimsuit),25,Attack,107,HP,480
Hifumi (swimsuit),26,Attack,109,HP,488
Hifumi (swimsuit),27,Attack,111,HP,496
Hifumi (swimsuit),28,Attack,113,HP,504
Hifumi (swimsuit),29,Attack,115,HP,512
Hifumi (swimsuit),30,Attack,117,HP,520
Hifumi (swimsuit),31,Attack,120,HP,533
Hifumi (swimsuit),32,Attack,123,HP,546
Hifumi (swimsuit),33,Attack,126,HP,559
Hifumi (swimsuit),34,Attack,129,HP,572
Hifumi (swimsuit),35,Attack,132,HP,585
Hifumi (swimsuit),36,Attack,135,HP,598
Hifumi (swimsuit),37,Attack,138,HP,611
Hifumi (swimsuit),38,Attack,141,HP,624
Hifumi (swimsuit),39,Attack,144,HP,637
Hifumi (swimsuit),40,Attack,147,HP,650
Hifumi (swimsuit),41,Attack,152,HP,671
Hifumi (swimsuit),42,Attack,157,HP,692
Hifumi (swimsuit),43,Attack,162,HP,713
Hifumi (swimsuit),44,Attack,167,HP,734
Hifumi (swimsuit),45,Attack,172,HP,755
Hifumi (swimsuit),46,Attack,177,HP,776
Hifumi (swimsuit),47,Attack,182,HP,797
Hifumi (swimsuit),48,Attack,187,HP,818
Hifumi (swimsuit),49,Attack,192,HP,839
Hifumi (swimsuit),50,Attack,197,HP,860
Hina,2,Attack,3,HP,0
Hina,3,Attack,6,HP,0
Hina,4,Attack,9,HP,0
Hina,5,Attack,12,HP,0
Hina,6,Attack,16,HP,0
Hina,7,Attack,20,HP,0
Hina,8,Attack,24,HP,0
Hina,9,Attack,28,HP,0
Hina,10,Attack,32,HP,0
Hina,11,Attack,37,HP,49
Hina,12,Attack,42,HP,98
Hina,13,Attack,47,HP,147
Hina,14,Attack,52,HP,196
Hina,15,Attack,57,HP,245
Hina,16,Attack,63,HP,304
Hina,17,Attack,69,HP,363
Hina,18,Attack,75,HP,422
Hina,19,Attack,81,HP,481
Hina,20,Attack,87,HP,540
Hina,21,Attack,89,HP,550
Hina,22,Attack,91,HP,560
Hina,23,Attack,93,HP,570
Hina,24,Attack,95,HP,580
Hina,25,Attack,97,HP,590
Hina,26,Attack,99,HP,600
Hina,27,Attack,101,HP,610
Hina,28,Attack,103,HP,620
Hina,29,Attack,105,HP,630
Hina,30,Attack,107,HP,640
Hina,31,Attack,109,HP,655
Hina,32,Attack,111,HP,670
Hina,33,Attack,113,HP,685
Hina,34,Attack,115,HP,700
Hina,35,Attack,117,HP,715
Hina,36,Attack,119,HP,730
Hina,37,Attack,121,HP,745
Hina,38,Attack,123,HP,760
Hina,39,Attack,125,HP,775
Hina,40,Attack,127,HP,790
Hina,41,Attack,131,HP,816
Hina,42,Attack,135,HP,842
Hina,43,Attack,139,HP,868
Hina,44,Attack,143,HP,894
Hina,45,Attack,147,HP,920
Hina,46,Attack,151,HP,946
Hina,47,Attack,155,HP,972
Hina,48,Attack,159,HP,998
Hina,49,Attack,163,HP,1024
Hina,50,Attack,167,HP,1050
Hina (swimsuit),2,Attack,3,HP,0
Hina (swimsuit),3,Attack,6,HP,0
Hina (swimsuit),4,Attack,9,HP,0
Hina (swimsuit),5,Attack,12,HP,0
Hina (swimsuit),6,Attack,17,HP,0
Hina (swimsuit),7,Attack,22,HP,0
Hina (swimsuit),8,Attack,27,HP,0
Hina (swimsuit),9,Attack,32,HP,0
Hina (swimsuit),10,Attack,37,HP,0
Hina (swimsuit),11,Attack,43,HP,48
Hina (swimsuit),12,Attack,49,HP,96
Hina (swimsuit),13,Attack,55,HP,144
Hina (swimsuit),14,Attack,61,HP,192
Hina (swimsuit),15,Attack,67,HP,240
Hina (swimsuit),16,Attack,75,HP,297
Hina (swimsuit),17,Attack,83,HP,354
Hina (swimsuit),18,Attack,91,HP,411
Hina (swimsuit),19,Attack,99,HP,468
Hina (swimsuit),20,Attack,107,HP,525
Hina (swimsuit),21,Attack,109,HP,535
Hina (swimsuit),22,Attack,111,HP,545
Hina (swimsuit),23,Attack,113,HP,555
Hina (swimsuit),24,Attack,115,HP,565
Hina (swimsuit),25,Attack,117,HP,575
Hina (swimsuit),26,Attack,119,HP,585
Hina (swimsuit),27,Attack,121,HP,595
Hina (swimsuit),28,Attack,123,HP,605
Hina (swimsuit),29,Attack,125,HP,615
Hina (swimsuit),30,Attack,127,HP,625
Hina (swimsuit),31,Attack,130,HP,640
Hina (swimsuit),32,Attack,133,HP,655
Hina (swimsuit),33,Attack,136,HP,670
Hina (swimsuit),34,Attack,139,HP,685
Hina (swimsuit),35,Attack,142,HP,700
Hina (swimsuit),36,Attack,145,HP,715
Hina (swimsuit),37,Attack,148,HP,730
Hina (swimsuit),38,Attack,151,HP,745
Hina (swimsuit),39,Attack,154,HP,760
Hina (swimsuit),40,Attack,157,HP,775
Hina (swimsuit),41,Attack,162,HP,800
Hina (swimsuit),42,Attack,167,HP,825
Hina (swimsuit),43,Attack,172,HP,850
Hina (swimsuit),44,Attack,177,HP,875
Hina (swimsuit),45,Attack,182,HP,900
Hina (swimsuit),46,Attack,187,HP,925
Hina (swimsuit),47,Attack,192,HP,950
Hina (swimsuit),48,Attack,197,HP,975
Hina (swimsuit),49,Attack,202,HP,1000
Hina (swimsuit),50,Attack,207,HP,1025
Hinata,2,Attack,2,HP,0
Hinata,3,Attack,4,HP,0
Hinata,4,Attack,6,HP,0
Hinata,5,Attack,8,HP,0
Hinata,6,Attack,11,HP,0
Hinata,7,Attack,14,HP,0
Hinata,8,Attack,17,HP,0
Hinata,9,Attack,20,HP,0
Hinata,10,Attack,23,HP,0
Hinata,11,Attack,26,HP,55
Hinata,12,Attack,29,HP,110
Hinata,13,Attack,32,HP,165
Hinata,14,Attack,35,HP,220
Hinata,15,Attack,38,HP,275
Hinata,16,Attack,42,HP,341
Hinata,17,Attack,46,HP,407
Hinata,18,Attack,50,HP,473
Hinata,19,Attack,54,HP,539
Hinata,20,Attack,58,HP,605
Hinata,21,Attack,59,HP,617
Hinata,22,Attack,60,HP,629
Hinata,23,Attack,61,HP,641
Hinata,24,Attack,62,HP,653
Hinata,25,Attack,63,HP,665
Hinata,26,Attack,64,HP,677
Hinata,27,Attack,65,HP,689
Hinata,28,Attack,66,HP,701
Hinata,29,Attack,67,HP,713
Hinata,30,Attack,68,HP,725
Hinata,31,Attack,70,HP,742
Hinata,32,Attack,72,HP,759
Hinata,33,Attack,74,HP,776
Hinata,34,Attack,76,HP,793
Hinata,35,Attack,78,HP,810
Hinata,36,Attack,80,HP,827
Hinata,37,Attack,82,HP,844
Hinata,38,Attack,84,HP,861
Hinata,39,Attack,86,HP,878
Hinata,40,Attack,88,HP,895
Hinata,41,Attack,91,HP,924
Hinata,42,Attack,94,HP,953
Hinata,43,Attack,97,HP,982
Hinata,44,Attack,100,HP,1011
Hinata,45,Attack,103,HP,1040
Hinata,46,Attack,106,HP,1069
Hinata,47,Attack,109,HP,1098
Hinata,48,Attack,112,HP,1127
Hinata,49,Attack,115,HP,1156
Hinata,50,Attack,118,HP,1185
Hiyori,2,Attack,2,HP,0
Hiyori,3,Attack,4,HP,0
Hiyori,4,Attack,6,HP,0
Hiyori,5,Attack,8,HP,0
Hiyori,6,Attack,11,HP,0
Hiyori,7,Attack,14,HP,0
Hiyori,8,Attack,17,HP,0
Hiyori,9,Attack,20,HP,0
Hiyori,10,Attack,23,HP,0
Hiyori,11,Attack,27,HP,40
Hiyori,12,Attack,31,HP,80
Hiyori,13,Attack,35,HP,120
Hiyori,14,Attack,39,HP,160
Hiyori,15,Attack,43,HP,200
Hiyori,16,Attack,48,HP,248
Hiyori,17,Attack,53,HP,296
Hiyori,18,Attack,58,HP,344
Hiyori,19,Attack,63,HP,392
Hiyori,20,Attack,68,HP,440
Hiyori,21,Attack,69,HP,448
Hiyori,22,Attack,70,HP,456
Hiyori,23,Attack,71,HP,464
Hiyori,24,Attack,72,HP,472
Hiyori,25,Attack,73,HP,480
Hiyori,26,Attack,74,HP,488
Hiyori,27,Attack,75,HP,496
Hiyori,28,Attack,76,HP,504
Hiyori,29,Attack,77,HP,512
Hiyori,30,Attack,78,HP,520
Hiyori,31,Attack,80,HP,533
Hiyori,32,Attack,82,HP,546
Hiyori,33,Attack,84,HP,559
Hiyori,34,Attack,86,HP,572
Hiyori,35,Attack,88,HP,585
Hiyori,36,Attack,90,HP,598
Hiyori,37,Attack,92,HP,611
Hiyori,38,Attack,94,HP,624
Hiyori,39,Attack,96,HP,637
Hiyori,40,Attack,98,HP,650
Hiyori,41,Attack,101,HP,671
Hiyori,42,Attack,104,HP,692
Hiyori,43,Attack,107,HP,713
Hiyori,44,Attack,110,HP,734
Hiyori,45,Attack,113,HP,755
Hiyori,46,Attack,116,HP,776
Hiyori,47,Attack,119,HP,797
Hiyori,48,Attack,122,HP,818
Hiyori,49,Attack,125,HP,839
Hiyori,50,Attack,128,HP,860
Hoshino,2,Defence,1,HP,0
Hoshino,3,Defence,2,HP,0
Hoshino,4,Defence,3,HP,0
Hoshino,5,Defence,4,HP,0
Hoshino,6,Defence,6,HP,0
Hoshino,7,Defence,8,HP,0
Hoshino,8,Defence,10,HP,0
Hoshino,9,Defence,12,HP,0
Hoshino,10,Defence,14,HP,0
Hoshino,11,Defence,16,HP,122
Hoshino,12,Defence,18,HP,244
Hoshino,13,Defence,20,HP,366
Hoshino,14,Defence,22,HP,488
Hoshino,15,Defence,24,HP,610
Hoshino,16,Defence,27,HP,757
Hoshino,17,Defence,30,HP,904
Hoshino,18,Defence,33,HP,1051
Hoshino,19,Defence,36,HP,1198
Hoshino,20,Defence,39,HP,1345
Hoshino,21,Defence,40,HP,1371
Hoshino,22,Defence,41,HP,1397
Hoshino,23,Defence,42,HP,1423
Hoshino,24,Defence,43,HP,1449
Hoshino,25,Defence,44,HP,1475
Hoshino,26,Defence,45,HP,1501
Hoshino,27,Defence,46,HP,1527
Hoshino,28,Defence,47,HP,1553
Hoshino,29,Defence,48,HP,1579
Hoshino,30,Defence,49,HP,1605
Hoshino,31,Defence,50,HP,1643
Hoshino,32,Defence,51,HP,1681
Hoshino,33,Defence,52,HP,1719
Hoshino,34,Defence,53,HP,1757
Hoshino,35,Defence,54,HP,1795
Hoshino,36,Defence,55,HP,1833
Hoshino,37,Defence,56,HP,1871
Hoshino,38,Defence,57,HP,1909
Hoshino,39,Defence,58,HP,1947
Hoshino,40,Defence,59,HP,1985
Hoshino,41,Defence,61,HP,2049
Hoshino,42,Defence,63,HP,2113
Hoshino,43,Defence,65,HP,2177
Hoshino,44,Defence,67,HP,2241
Hoshino,45,Defence,69,HP,2305
Hoshino,46,Defence,71,HP,2369
Hoshino,47,Defence,73,HP,2433
Hoshino,48,Defence,75,HP,2497
Hoshino,49,Defence,77,HP,2561
Hoshino,50,Defence,79,HP,2625
Hoshino (swimsuit),2,Attack,2,Defence,0
Hoshino (swimsuit),3,Attack,4,Defence,0
Hoshino (swimsuit),4,Attack,6,Defence,0
Hoshino (swimsuit),5,Attack,8,Defence,0
Hoshino (swimsuit),6,Attack,11,Defence,0
Hoshino (swimsuit),7,Attack,14,Defence,0
Hoshino (swimsuit),8,Attack,17,Defence,0
Hoshino (swimsuit),9,Attack,20,Defence,0
Hoshino (swimsuit),10,Attack,23,Defence,0
Hoshino (swimsuit),11,Attack,27,Defence,2
Hoshino (swimsuit),12,Attack,31,Defence,4
Hoshino (swimsuit),13,Attack,35,Defence,6
Hoshino (swimsuit),14,Attack,39,Defence,8
Hoshino (swimsuit),15,Attack,43,Defence,10
Hoshino (swimsuit),16,Attack,48,Defence,12
Hoshino (swimsuit),17,Attack,53,Defence,14
Hoshino (swimsuit),18,Attack,58,Defence,16
Hoshino (swimsuit),19,Attack,63,Defence,18
Hoshino (swimsuit),20,Attack,68,Defence,20
Hoshino (swimsuit),21,Attack,69,Defence,21
Hoshino (swimsuit),22,Attack,70,Defence,22
Hoshino (swimsuit),23,Attack,71,Defence,23
Hoshino (swimsuit),24,Attack,72,Defence,24
Hoshino (swimsuit),25,Attack,73,Defence,25
Hoshino (swimsuit),26,Attack,74,Defence,26
Hoshino (swimsuit),27,Attack,75,Defence,27
Hoshino (swimsuit),28,Attack,76,Defence,28
Hoshino (swimsuit),29,Attack,77,Defence,29
Hoshino (swimsuit),30,Attack,78,Defence,30
Hoshino (swimsuit),31,Attack,80,Defence,31
Hoshino (swimsuit),32,Attack,82,Defence,32
Hoshino (swimsuit),33,Attack,84,Defence,33
Hoshino (swimsuit),34,Attack,86,Defence,34
Hoshino (swimsuit),35,Attack,88,Defence,35
Hoshino (swimsuit),36,Attack,90,Defence,36
Hoshino (swimsuit),37,Attack,92,Defence,37
Hoshino (swimsuit),38,Attack,94,Defence,38
Hoshino (swimsuit),39,Attack,96,Defence,39
Hoshino (swimsuit),40,Attack,98,Defence,40
Hoshino (swimsuit),41,Attack,101,Defence,41
Hoshino (swimsuit),42,Attack,104,Defence,42
Hoshino (swimsuit),43,Attack,107,Defence,43
Hoshino (swimsuit),44,Attack,110,Defence,44
Hoshino (swimsuit),45,Attack,113,Defence,45
Hoshino (swimsuit),46,Attack,116,Defence,46
Hoshino (swimsuit),47,Attack,119,Defence,47
Hoshino (swimsuit),48,Attack,122,Defence,48
Hoshino (swimsuit),49,Attack,125,Defence,49
Hoshino (swimsuit),50,Attack,128,Defence,50
Iori,2,Attack,3,HP,0
Iori,3,Attack,6,HP,0
Iori,4,Attack,9,HP,0
Iori,5,Attack,12,HP,0
Iori,6,Attack,17,HP,0
Iori,7,Attack,22,HP,0
Iori,8,Attack,27,HP,0
Iori,9,Attack,32,HP,0
Iori,10,Attack,37,HP,0
Iori,11,Attack,43,HP,50
Iori,12,Attack,49,HP,100
Iori,13,Attack,55,HP,150
Iori,14,Attack,61,HP,200
Iori,15,Attack,67,HP,250
Iori,16,Attack,75,HP,310
Iori,17,Attack,83,HP,370
Iori,18,Attack,91,HP,430
Iori,19,Attack,99,HP,490
Iori,20,Attack,107,HP,550
Iori,21,Attack,109,HP,562
Iori,22,Attack,111,HP,574
Iori,23,Attack,113,HP,586
Iori,24,Attack,115,HP,598
Iori,25,Attack,117,HP,610
Iori,26,Attack,119,HP,622
Iori,27,Attack,121,HP,634
Iori,28,Attack,123,HP,646
Iori,29,Attack,125,HP,658
Iori,30,Attack,127,HP,670
Iori,31,Attack,130,HP,688
Iori,32,Attack,133,HP,706
Iori,33,Attack,136,HP,724
Iori,34,Attack,139,HP,742
Iori,35,Attack,142,HP,760
Iori,36,Attack,145,HP,778
Iori,37,Attack,148,HP,796
Iori,38,Attack,151,HP,814
Iori,39,Attack,154,HP,832
Iori,40,Attack,157,HP,850
Iori,41,Attack,162,HP,880
Iori,42,Attack,167,HP,910
Iori,43,Attack,172,HP,940
Iori,44,Attack,177,HP,970
Iori,45,Attack,182,HP,1000
Iori,46,Attack,187,HP,1030
Iori,47,Attack,192,HP,1060
Iori,48,Attack,197,HP,1090
Iori,49,Attack,202,HP,1120
Iori,50,Attack,207,HP,1150
Iori (swimsuit),2,Attack,3,HP,0
Iori (swimsuit),3,Attack,6,HP,0
Iori (swimsuit),4,Attack,9,HP,0
Iori (swimsuit),5,Attack,12,HP,0
Iori (swimsuit),6,Attack,17,HP,0
Iori (swimsuit),7,Attack,22,HP,0
Iori (swimsuit),8,Attack,27,HP,0
Iori (swimsuit),9,Attack,32,HP,0
Iori (swimsuit),10,Attack,37,HP,0
Iori (swimsuit),11,Attack,44,HP,45
Iori (swimsuit),12,Attack,51,HP,90
Iori (swimsuit),13,Attack,58,HP,135
Iori (swimsuit),14,Attack,65,HP,180
Iori (swimsuit),15,Attack,72,HP,225
Iori (swimsuit),16,Attack,80,HP,280
Iori (swimsuit),17,Attack,88,HP,335
Iori (swimsuit),18,Attack,96,HP,390
Iori (swimsuit),19,Attack,104,HP,445
Iori (swimsuit),20,Attack,112,HP,500
Iori (swimsuit),21,Attack,114,HP,509
Iori (swimsuit),22,Attack,116,HP,518
Iori (swimsuit),23,Attack,118,HP,527
Iori (swimsuit),24,Attack,120,HP,536
Iori (swimsuit),25,Attack,122,HP,545
Iori (swimsuit),26,Attack,124,HP,554
Iori (swimsuit),27,Attack,126,HP,563
Iori (swimsuit),28,Attack,128,HP,572
Iori (swimsuit),29,Attack,130,HP,581
Iori (swimsuit),30,Attack,132,HP,590
Iori (swimsuit),31,Attack,135,HP,604
Iori (swimsuit),32,Attack,138,HP,618
Iori (swimsuit),33,Attack,141,HP,632
Iori (swimsuit),34,Attack,144,HP,646
Iori (swimsuit),35,Attack,147,HP,660
Iori (swimsuit),36,Attack,150,HP,674
Iori (swimsuit),37,Attack,153,HP,688
Iori (swimsuit),38,Attack,156,HP,702
Iori (swimsuit),39,Attack,159,HP,716
Iori (swimsuit),40,Attack,162,HP,730
Iori (swimsuit),41,Attack,168,HP,753
Iori (swimsuit),42,Attack,174,HP,776
Iori (swimsuit),43,Attack,180,HP,799
Iori (swimsuit),44,Attack,186,HP,822
Iori (swimsuit),45,Attack,192,HP,845
Iori (swimsuit),46,Attack,198,HP,868
Iori (swimsuit),47,Attack,204,HP,891
Iori (swimsuit),48,Attack,210,HP,914
Iori (swimsuit),49,Attack,216,HP,937
Iori (swimsuit),50,Attack,222,HP,960
Iroha,2,Attack,2,HP,0
Iroha,3,Attack,4,HP,0
Iroha,4,Attack,6,HP,0
Iroha,5,Attack,8,HP,0
Iroha,6,Attack,11,HP,0
Iroha,7,Attack,14,HP,0
Iroha,8,Attack,17,HP,0
Iroha,9,Attack,20,HP,0
Iroha,10,Attack,23,HP,0
Iroha,11,Attack,27,HP,42
Iroha,12,Attack,31,HP,84
Iroha,13,Attack,35,HP,126
Iroha,14,Attack,39,HP,168
Iroha,15,Attack,43,HP,210
Iroha,16,Attack,48,HP,260
Iroha,17,Attack,53,HP,310
Iroha,18,Attack,58,HP,360
Iroha,19,Attack,63,HP,410
Iroha,20,Attack,68,HP,460
Iroha,21,Attack,69,HP,469
Iroha,22,Attack,70,HP,478
Iroha,23,Attack,71,HP,487
Iroha,24,Attack,72,HP,496
Iroha,25,Attack,73,HP,505
Iroha,26,Attack,74,HP,514
Iroha,27,Attack,75,HP,523
Iroha,28,Attack,76,HP,532
Iroha,29,Attack,77,HP,541
Iroha,30,Attack,78,HP,550
Iroha,31,Attack,80,HP,563
Iroha,32,Attack,82,HP,576
Iroha,33,Attack,84,HP,589
Iroha,34,Attack,86,HP,602
Iroha,35,Attack,88,HP,615
Iroha,36,Attack,90,HP,628
Iroha,37,Attack,92,HP,641
Iroha,38,Attack,94,HP,654
Iroha,39,Attack,96,HP,667
Iroha,40,Attack,98,HP,680
Iroha,41,Attack,101,HP,702
Iroha,42,Attack,104,HP,724
Iroha,43,Attack,107,HP,746
Iroha,44,Attack,110,HP,768
Iroha,45,Attack,113,HP,790
Iroha,46,Attack,116,HP,812
Iroha,47,Attack,119,HP,834
Iroha,48,Attack,122,HP,856
Iroha,49,Attack,125,HP,878
Iroha,50,Attack,128,HP,900
Izumi,2,Attack,2,HP,0
Izumi,3,Attack,4,HP,0
Izumi,4,Attack,6,HP,0
Izumi,5,Attack,8,HP,0
Izumi,6,Attack,11,HP,0
Izumi,7,Attack,14,HP,0
Izumi,8,Attack,17,HP,0
Izumi,9,Attack,20,HP,0
Izumi,10,Attack,23,HP,0
Izumi,11,Attack,27,HP,50
Izumi,12,Attack,31,HP,100
